weight logl A B
2.499999999909053271e-03 3.107592219935762154e-12 6.359666517890465443e-01 3.704742787503115808e-01
2.499999999909330826e-03 3.218094172279594069e-12 8.127298567694628550e-01 8.144090136515202971e-02
2.499999999909433175e-03 3.258659082057501797e-12 8.379475221517090899e-01 4.173377669319466854e-03
2.499999999909444451e-03 3.262709401029279653e-12 5.484193413651513582e-01 4.016354518874343249e-01
2.499999999909841703e-03 3.421948929729253045e-12 1.777451228832983565e-01 4.239507767001216010e-01
2.499999999910176938e-03 3.555887122118375037e-12 3.170072305072015872e-01 4.191569187225381299e-01
2.499999999910201224e-03 3.565987484537942561e-12 8.096093857544855998e-01 6.977416056183349813e-02
2.499999999910243725e-03 3.582743310345036614e-12 7.110869212214728785e-01 2.823821645328009611e-01
2.499999999910281455e-03 3.597817708250801470e-12 7.546242692395958018e-01 2.054614840308436330e-01
2.499999999910428039e-03 3.657233273018076898e-12 1.897771921766868708e-01 4.194445969373488126e-01
2.499999999910556842e-03 3.709163318021463520e-12 6.787362908001907114e-01 3.177204357324354689e-01
2.499999999910936313e-03 3.859906475930171307e-12 6.870934265637843597e-01 3.038444727333878825e-01
2.499999999911200425e-03 3.966280657861910172e-12 7.579301928189662307e-01 1.819974757196480830e-01
2.499999999911255936e-03 3.987590970030597898e-12 5.739383296009515911e-01 3.777901723653571686e-01
2.499999999911376065e-03 4.035941442835448932e-12 4.173284516503055208e-01 4.055386248483455747e-01
2.499999999912215238e-03 4.371904681302550260e-12 3.032651375678621086e-01 4.056027967623769825e-01
2.499999999912224345e-03 4.375526637961923134e-12 7.984225879464178499e-01 6.030504986647522436e-02
2.499999999914804313e-03 5.407158553028137905e-12 6.110708299923983677e-02 3.940861501422672220e-01
2.499999999915206335e-03 5.568303413790012362e-12 3.272318513876970592e-01 3.882929609552983052e-01
2.499999999915288301e-03 5.600216559402850576e-12 8.795562852613847404e-02 3.916310758695820127e-01
2.499999999915297408e-03 5.604384664531139027e-12 5.404346986050073687e-01 3.607796455053735585e-01
2.499999999915597081e-03 5.723668798650944050e-12 4.978437789787693024e-01 3.696589878678187002e-01
2.499999999916618400e-03 6.132542359779130123e-12 7.905466571972495915e-01 1.302841875771421076e-02
2.499999999917191292e-03 6.361611451272715944e-12 4.330349679090966797e-01 3.716084046693798326e-01
2.499999999918241667e-03 6.781573822127803072e-12 7.607231290178039229e-01 7.637683012361873303e-02
2.499999999919904833e-03 7.447521017739354664e-12 7.343864004149672775e-01 1.243987934672348139e-01
2.499999999919975957e-03 7.475290791056830386e-12 4.637144543316007450e-02 3.722941477361695339e-01
2.499999999920806456e-03 7.808395617026761271e-12 5.384198654134644269e-01 3.338047954489752334e-01
2.499999999920835079e-03 7.819618218992324880e-12 7.291823816045611695e-01 1.276022461105332795e-01
2.499999999922908941e-03 8.650183211578975625e-12 2.617553413363712389e-01 3.599716993917682073e-01
2.499999999923608468e-03 8.928652685680136275e-12 3.730435355948868992e-02 3.602491042586932757e-01
2.499999999926892300e-03 1.024228934414233019e-11 3.106273755259898461e-01 3.465163721798150132e-01
2.499999999929115348e-03 1.113142021514180481e-11 6.218550554748291104e-01 2.473001291579407512e-01
2.499999999929244151e-03 1.118396437251736485e-11 2.774942488980053357e-01 3.416163118940737098e-01
2.499999999929472701e-03 1.127440374156785276e-11 2.384919411389423427e-01 3.421567404124009615e-01
2.499999999929874723e-03 1.143486824913895701e-11 4.069152755688940637e-01 3.314629099581782867e-01
2.499999999932521477e-03 1.249531237447660607e-11 4.026563204241507821e-01 3.253628047967661585e-01
2.499999999936211668e-03 1.396976203257472915e-11 5.278877935215612327e-01 2.869675500775863419e-01
2.499999999938341041e-03 1.482179224488263995e-11 4.837570907550289290e-01 2.970701248428597729e-01
2.499999999944180987e-03 1.715774799945305037e-11 3.258189039059220526e-01 3.088619486544410542e-01
2.499999999946165945e-03 1.795306528673828062e-11 1.395171064184614895e-01 3.114235023535308899e-01
2.499999999948271032e-03 1.879503598715249848e-11 4.630810200757391470e-01 2.829596054752896439e-01
2.499999999950220427e-03 1.957421967236502624e-11 5.442547425468565736e-01 2.467951898202759287e-01
2.499999999951077814e-03 1.991670130201052032e-11 2.595513197236972713e-01 3.014676784327757764e-01
2.499999999952203216e-03 2.036649633812121952e-11 3.165511821066200326e-01 2.970268503545734351e-01
2.499999999954290522e-03 2.120188865400176235e-11 6.200143117911649515e-01 1.667679965191697367e-01
2.499999999955318779e-03 2.161285123048658625e-11 6.470572922829560536e-01 1.213795509328842170e-01
2.499999999958067449e-03 2.271263360729447606e-11 6.907724866905512462e-01 1.782191510389385947e-02
2.499999999964609091e-03 2.532917795544999271e-11 5.390633647035589782e-01 2.239056015309894843e-01
2.499999999965079635e-03 2.551755280664471485e-11 4.988993708150833983e-01 2.445175313521408267e-01
2.499999999967162604e-03 2.635024186854853051e-11 4.912824246813674023e-01 2.447635036005023634e-01
2.499999999969968953e-03 2.747299478291443258e-11 2.260383380526997943e-02 2.826106454062867757e-01
2.499999999975500119e-03 2.968550550479490411e-11 2.958779408041216641e-01 2.708868964670054780e-01
2.499999999983269511e-03 3.279296602228519918e-11 3.441809700198450450e-02 2.701348296318369924e-01
2.499999999990648158e-03 3.574562671201869352e-11 2.735485330313308650e-01 2.586575630803266135e-01
2.499999999996456879e-03 3.806811386523011330e-11 1.037790003717108389e-01 2.590261218576237479e-01
2.499999999996969924e-03 3.827322689097830205e-11 3.399211153793409990e-01 2.482601967885955663e-01
2.499999999999872116e-03 3.943380477641110851e-11 3.349211187726034433e-01 2.465372859014586249e-01
2.499999999999951913e-03 3.946613363058718544e-11 2.401835450317024723e-02 2.571636651564823683e-01
2.500000000003322481e-03 4.081313598311668150e-11 5.934623295539949162e-01 1.108925291444521344e-01
2.500000000023708518e-03 4.896816991927458791e-11 2.296440905445754632e-01 2.379311229751440715e-01
2.500000000027805067e-03 5.060664720604412821e-11 3.255668465461999395e-01 2.286099608196671129e-01
2.500000000031641842e-03 5.214218145126944224e-11 3.938242539284985133e-01 2.155374868175816694e-01
2.500000000032534791e-03 5.249875839414072453e-11 5.124979901431458984e-01 1.651290360968667992e-01
2.500000000042766624e-03 5.659183932319961204e-11 5.942893153975925546e-02 2.314025922814932912e-01
2.500000000051266335e-03 5.999158029892320683e-11 4.276840458122427302e-01 1.946266263474893954e-01
2.500000000052049996e-03 6.030531373418026831e-11 5.235105953672524182e-01 1.406781227975019144e-01
2.500000000054328556e-03 6.121644022123955833e-11 4.948197278786724551e-01 1.609842651645189138e-01
2.500000000056431040e-03 6.205762882080750021e-11 1.948255067909987481e-02 2.251880655603125669e-01
2.500000000062017717e-03 6.429271536775656645e-11 2.031069414174402343e-01 2.192443459369733949e-01
2.500000000064688758e-03 6.536130304219305194e-11 5.226099178480179130e-01 1.320139542308170766e-01
2.500000000067253546e-03 6.638711673854530718e-11 4.020936772168470785e-01 1.934652981024087559e-01
2.500000000084812851e-03 7.341080234974794368e-11 3.861829850991380653e-01 1.890437261716654271e-01
2.500000000087057583e-03 7.430882416158666255e-11 4.384322848179489363e-01 1.714654106290204316e-01
2.500000000108198658e-03 8.276514113129541428e-11 2.277657668432201410e-01 1.996076357234218834e-01
2.500000000114344784e-03 8.522338361406096451e-11 1.774765872702177560e-01 1.997116380262805579e-01
2.500000000142493274e-03 9.648394653505323840e-11 1.985290964036496852e-01 1.898050583947685777e-01
2.500000000160705269e-03 1.037684695055998117e-10 9.213532690563219774e-02 1.876527087511878911e-01
2.500000000168288179e-03 1.068016890797558319e-10 4.692156910943628967e-01 1.191108856837441721e-01
2.500000000168927858e-03 1.070573145361089029e-10 4.193768114696612148e-01 1.455080146838528821e-01
2.500000000185865264e-03 1.138326658560301163e-10 5.176688374901543543e-01 6.747570472369290862e-02
2.500000000189171647e-03 1.151546224018588854e-10 3.321610192576017750e-01 1.634024195672550972e-01
2.500000000231306779e-03 1.320078579233248641e-10 1.568423568541175150e-01 1.685582690690476948e-01
2.500000000250333660e-03 1.396186588826304508e-10 5.096009521864409697e-01 4.969582836672892245e-02
2.500000000264893194e-03 1.454425538411839121e-10 9.018110322525085820e-04 1.645878008189106678e-01
2.500000000274048197e-03 1.491040172453932808e-10 4.942651155179921263e-01 5.850921975868039748e-02
2.500000000313312362e-03 1.648108287745004622e-10 2.105494007902505293e-01 1.494951074883971165e-01
2.500000000350802339e-03 1.798062233386117553e-10 3.026531296888390621e-02 1.490368630486521573e-01
2.500000000388134455e-03 1.947400982405883079e-10 1.503579809888255792e-01 1.403118885067375921e-01
2.500000000421971971e-03 2.082755576131080450e-10 3.028672090193863520e-01 1.208054701137790676e-01
2.500000000540523841e-03 2.556955789424801546e-10 2.641529347586720755e-01 1.105808148324356477e-01
2.500000000542313642e-03 2.564122210592083530e-10 3.711148714271228499e-02 1.233214937032875991e-01
2.500000000568501461e-03 2.668870156589620461e-10 2.217828984922030067e-01 1.121403801947024048e-01
2.500000000596339436e-03 2.780222770800325961e-10 1.437826499059831065e-01 1.143374008242540318e-01
2.500000000610860806e-03 2.838305443091376554e-10 1.233495854844068873e-02 1.163496077689615271e-01
2.500000000629912407e-03 2.914516104815823792e-10 4.424481571582525863e-01 2.657735791755422294e-02
2.500000000663667524e-03 3.049537465385662803e-10 4.271880491245284572e-01 3.419971808576616201e-02
2.500000000824789941e-03 3.694020678389821240e-10 9.210712690579769824e-02 9.542871082751924749e-02
2.500000000854355267e-03 3.812281712716291000e-10 5.558536293610538692e-02 9.415049928038465854e-02
2.500000000863354579e-03 3.848281368493937860e-10 2.044832577533464146e-01 8.573095018403387169e-02
2.500000001202940577e-03 5.206627943262598203e-10 2.748007777569301258e-01 5.100209476482653326e-02
2.500000001320118112e-03 5.675339622367109186e-10 1.374937566409555334e-01 6.148701443455628635e-02
2.500000001680028131e-03 7.114976637724716367e-10 3.201572125974283534e-01 9.368299803985680185e-03
2.500000001760028373e-03 7.434973908481202992e-10 1.157701841711118451e-01 4.252997646877676452e-02
2.500000001801799213e-03 7.602064835790139919e-10 1.884489771457832363e-01 3.469443955992179696e-02
2.500000002005856037e-03 8.418291948342594846e-10 2.168465600979514463e-01 2.265449895140247971e-02
2.500000002082734644e-03 8.725801817787170513e-10 9.453581996155313583e-03 3.476095823403224649e-02
2.500000002639009723e-03 1.095090515831212403e-09 1.737185863884043169e-01 7.861243445257404261e-03
2.500000003211653651e-03 1.324147728108203862e-09 6.666844493776169500e-02 1.991704794569448822e-03
2.500000003334535391e-03 1.373300720873313412e-09 3.842199437491755631e-03 1.654333553435693993e-03
