weight logl A B
2.500000000003076150e-03 7.681864751754880468e-10 2.700181991204071790e+07 3.127599248812594637e+07
2.500000000003096100e-03 7.681938685040258550e-10 2.566159205840825569e+06 3.256561010104424134e+07
2.500000000003096100e-03 7.681941846328048498e-10 1.059070946957141906e+07 3.259605561054428667e+07
2.500000000003093931e-03 7.681943979836517878e-10 8.713419764060901105e+07 3.240700839739679545e+07
2.500000000003104773e-03 7.681975331876879901e-10 1.326493825965887168e+06 3.320844779047280550e+07
2.500000000003111712e-03 7.682004840040916899e-10 3.390067330412914604e+07 3.364540230058880150e+07
2.500000000003118217e-03 7.682019948633734299e-10 3.409637629257180542e+07 3.392450328872829676e+07
2.500000000003126891e-03 7.682069817034481558e-10 1.118722642786116106e+06 3.497888096166064590e+07
2.500000000003129493e-03 7.682076801089561084e-10 5.017575392664447427e+06 3.510568827829771489e+07
2.500000000003131662e-03 7.682085522748265388e-10 1.029202424448028579e+07 3.526439312521276623e+07
2.500000000003133830e-03 7.682095266722213273e-10 7.886403402894573286e+06 3.546828668302579969e+07
2.500000000003135998e-03 7.682105052556596619e-10 1.010105259437895613e+06 3.568846550536530465e+07
2.500000000003133830e-03 7.682106878406024629e-10 1.861091270655209664e+06 3.572348664395917207e+07
2.500000000003138167e-03 7.682120763035346096e-10 3.960017721477323025e+07 3.590006491599314660e+07
2.500000000003140335e-03 7.682124193285128769e-10 1.822380595119012753e+06 3.608353986044768989e+07
2.500000000003140335e-03 7.682131300973936539e-10 9.000694522827656940e+06 3.621217992782086879e+07
2.500000000003158116e-03 7.682189890724821816e-10 5.268442029004148208e+06 3.750763496193876117e+07
2.500000000003160285e-03 7.682201104860276853e-10 1.303460473277922254e+06 3.777564895833580941e+07
2.500000000003160285e-03 7.682204892307691500e-10 1.339150531498979032e+07 3.782726778956024349e+07
2.500000000003175897e-03 7.682260377486742960e-10 1.892327311770672444e+06 3.918886945439566672e+07
2.500000000003180234e-03 7.682284271558135784e-10 2.190476926281049382e+06 3.978882178546338528e+07
2.500000000003182402e-03 7.682291666363390749e-10 1.436158455910887755e+07 3.994254187269895524e+07
2.500000000003187173e-03 7.682295163512034119e-10 3.542551883743236959e+07 3.997066900166868418e+07
2.500000000003189341e-03 7.682321327307459411e-10 5.218683016559687257e+07 4.061027610043086112e+07
2.500000000003202785e-03 7.682362268566777768e-10 5.673741492797701061e+07 4.172397622574074566e+07
2.500000000003209290e-03 7.682395422367697312e-10 3.683614054810554534e+07 4.274215380231043696e+07
2.500000000003211459e-03 7.682404820527087581e-10 7.384386687888985872e+07 4.291300660697800666e+07
2.500000000003213627e-03 7.682406192815827786e-10 1.962398555938321725e+07 4.311420825840310752e+07
2.500000000003213627e-03 7.682413088583031606e-10 2.155832314988689870e+07 4.331669400800027698e+07
2.500000000003220132e-03 7.682431702680410363e-10 1.141911371007574955e+06 4.394920423049131036e+07
2.500000000003220132e-03 7.682440914814167296e-10 1.915846117246036651e+06 4.423570027436052263e+07
2.500000000003222735e-03 7.682453895395714683e-10 6.379583664323263802e+06 4.463592208541633189e+07
2.500000000003222735e-03 7.682456601895672673e-10 6.641639366694284230e+07 4.454583216335125268e+07
2.500000000003224903e-03 7.682462374702720069e-10 6.657585957207808644e+07 4.473244146296893060e+07
2.500000000003227071e-03 7.682467200965499459e-10 4.325911163603831083e+07 4.495884307549738139e+07
2.500000000003229240e-03 7.682474191921260867e-10 2.796660059201425873e+06 4.530865532091344148e+07
2.500000000003227071e-03 7.682476921206823899e-10 1.728537799333925126e+06 4.540235268442138284e+07
2.500000000003231408e-03 7.682485047849569962e-10 2.928239445961157233e+07 4.559266492218194157e+07
2.500000000003235745e-03 7.682499112045860285e-10 5.621625052541982383e+07 4.599120486346230656e+07
2.500000000003244852e-03 7.682552296324999303e-10 1.496681813777229749e+06 4.805476794105922431e+07
2.500000000003251358e-03 7.682561748346818675e-10 8.480906882607419044e+06 4.838865850092215091e+07
2.500000000003253526e-03 7.682574580285691232e-10 1.501174411227192730e+06 4.889906930567368120e+07
2.500000000003255694e-03 7.682583373087451714e-10 5.569609094581089914e+07 4.908035002638163418e+07
2.500000000003253526e-03 7.682587166384173767e-10 1.102894353913974715e+06 4.939036060046180338e+07
2.500000000003258296e-03 7.682603278346182908e-10 7.012767634387420490e+06 5.001482327200704068e+07
2.500000000003264802e-03 7.682625813082216120e-10 1.661463539066262543e+06 5.095698483098019660e+07
2.500000000003275644e-03 7.682659119239101813e-10 3.364751685416063294e+06 5.238564400846730173e+07
2.500000000003275644e-03 7.682664096561497134e-10 5.370234277808384597e+07 5.245815029119533300e+07
2.500000000003278246e-03 7.682673587029414063e-10 5.014556461582275480e+07 5.289565727344691753e+07
2.500000000003278246e-03 7.682676711216304789e-10 1.440676930616948754e+06 5.318164246090097725e+07
2.500000000003284751e-03 7.682696574083097687e-10 3.106694630515424162e+07 5.401556023195920140e+07
2.500000000003284751e-03 7.682703270413939418e-10 8.033892155561031774e+06 5.440152172918609530e+07
2.500000000003286919e-03 7.682705118920748100e-10 3.059538465299410000e+07 5.442326098444425315e+07
2.500000000003289088e-03 7.682717538435884096e-10 3.772130778930081986e+06 5.510408423676256090e+07
2.500000000003289088e-03 7.682718854865313991e-10 1.077046685341736767e+06 5.517659484257747978e+07
2.500000000003296027e-03 7.682740261086149773e-10 4.516235624649848789e+07 5.611744692235337198e+07
2.500000000003300363e-03 7.682762163621204356e-10 9.659679151865428314e+06 5.736220284410931915e+07
2.500000000003300363e-03 7.682767093041915752e-10 1.960253467357459944e+06 5.764790442566253245e+07
2.500000000003302532e-03 7.682769179534466887e-10 1.967116702911370201e+06 5.775990553434970230e+07
2.500000000003306869e-03 7.682791908829721544e-10 1.318266030133040622e+06 5.901094279251712561e+07
2.500000000003309037e-03 7.682797651064965526e-10 1.938287382307217922e+06 5.933327586418302357e+07
2.500000000003311205e-03 7.682806854550927590e-10 2.839886355101305246e+07 5.978212248898942024e+07
2.500000000003318144e-03 7.682820726051357282e-10 1.063794979205507971e+07 6.064692469999250770e+07
2.500000000003320313e-03 7.682831338886175666e-10 1.757742705610881746e+07 6.126293752952511609e+07
2.500000000003324650e-03 7.682850875624909378e-10 2.891731296581461281e+07 6.243678570204503834e+07
2.500000000003322481e-03 7.682853741777834174e-10 7.072418263014994562e+07 6.249447844189580530e+07
2.500000000003326818e-03 7.682855140598506264e-10 2.883463487130225077e+07 6.270695276260656863e+07
2.500000000003324650e-03 7.682859008572102436e-10 8.132619545273147523e+07 6.279880295834371448e+07
2.500000000003328986e-03 7.682880527664142999e-10 3.168900470707541332e+07 6.435471799326980859e+07
2.500000000003335925e-03 7.682901192574579120e-10 2.709845679604631290e+07 6.578233123627322912e+07
2.500000000003335925e-03 7.682901220025977056e-10 1.215064754771640524e+07 6.582842974884959310e+07
2.500000000003338094e-03 7.682915200328799017e-10 2.925341412452068552e+07 6.677029773903010041e+07
2.500000000003342430e-03 7.682930415608916133e-10 2.529263653928011656e+06 6.796392381490767002e+07
2.500000000003342430e-03 7.682931154714022296e-10 3.094309267529825214e+06 6.801734522158552706e+07
2.500000000003346767e-03 7.682946885618854457e-10 6.525461310765291005e+07 6.902781315987282991e+07
2.500000000003358043e-03 7.682992604842348765e-10 1.229874397066103527e+06 7.293822970848360658e+07
2.500000000003360211e-03 7.682997076381505504e-10 1.730255923532141838e+06 7.332229712962397933e+07
2.500000000003362380e-03 7.683010548429678974e-10 5.024463214061052538e+06 7.449918512287861109e+07
2.500000000003364548e-03 7.683017722120060171e-10 2.296185205308422446e+06 7.515492247993415594e+07
2.500000000003362380e-03 7.683019599880755383e-10 2.378969223447899800e+06 7.532607300085344911e+07
2.500000000003362380e-03 7.683021105669392671e-10 6.424443399529139511e+06 7.545211974755950272e+07
2.500000000003364548e-03 7.683026764723761641e-10 4.724288439713541418e+06 7.598036370292794704e+07
2.500000000003364548e-03 7.683028357056399026e-10 4.347933666244128346e+07 7.601435740524537861e+07
2.500000000003369319e-03 7.683042811149710823e-10 3.304854996611027047e+07 7.742047832646475732e+07
2.500000000003373656e-03 7.683065392831526670e-10 3.569959474228536338e+07 7.966361204573558271e+07
2.500000000003377992e-03 7.683070198338518490e-10 1.584302680381666496e+07 8.021828874271586537e+07
2.500000000003382329e-03 7.683085627732645580e-10 1.372010785445205169e+06 8.189613664440594614e+07
2.500000000003384498e-03 7.683095853980172034e-10 1.835866296614906937e+07 8.296680389665430784e+07
2.500000000003386666e-03 7.683098210222590951e-10 4.243889816046628356e+07 8.315827073399719596e+07
2.500000000003384498e-03 7.683101011363662890e-10 8.235190945144997537e+07 8.335479310713723302e+07
2.500000000003386666e-03 7.683103868243119606e-10 4.271012539264004678e+07 8.379495239963208139e+07
2.500000000003386666e-03 7.683113914853740116e-10 7.491050200932393968e+07 8.485617387618599832e+07
2.500000000003389268e-03 7.683125917318965506e-10 4.105776638110259175e+07 8.638005611335967481e+07
2.500000000003391436e-03 7.683132330275404158e-10 3.591874740335726738e+07 8.717574804217880964e+07
2.500000000003393605e-03 7.683140242516254509e-10 1.643102042512479052e+07 8.821595489197045565e+07
2.500000000003393605e-03 7.683143890350416208e-10 4.388200436500854790e+06 8.871206970606783032e+07
2.500000000003393605e-03 7.683146112330254770e-10 2.128322730433113500e+07 8.894499016967119277e+07
2.500000000003395773e-03 7.683149729311998235e-10 1.493892313576613180e+07 8.942808220417450368e+07
2.500000000003397942e-03 7.683156485439151557e-10 3.792723160799080133e+07 9.024057408781547844e+07
2.500000000003397942e-03 7.683160973858863264e-10 6.491593192241531610e+07 9.075540598387533426e+07
2.500000000003400110e-03 7.683165279919097100e-10 1.511166401208302192e+07 9.148036820583280921e+07
2.500000000003400110e-03 7.683166894086054938e-10 1.789245889310461283e+07 9.169063868559385836e+07
2.500000000003400110e-03 7.683168188303649487e-10 1.265242271120826015e+06 9.191573771572312713e+07
2.500000000003400110e-03 7.683170641336592564e-10 1.842117300859018043e+07 9.220034182551845908e+07
2.500000000003402278e-03 7.683176858787922535e-10 5.626165959542576224e+07 9.294950647550934553e+07
2.500000000003402278e-03 7.683179640583429907e-10 7.408952614943535626e+07 9.328729864680626988e+07
2.500000000003407049e-03 7.683194886527039272e-10 1.006537290012530982e+07 9.567585607466590405e+07
2.500000000003407049e-03 7.683195429218873093e-10 4.522540461397407949e+07 9.565213416254405677e+07
2.500000000003407049e-03 7.683196988001099988e-10 2.099804320914927870e+06 9.601070840394501388e+07
2.500000000003411386e-03 7.683210370333064663e-10 4.109184432334784884e+06 9.803565352125345170e+07
2.500000000003411386e-03 7.683212107853737702e-10 1.072272657771448139e+06 9.831463659805290401e+07
2.500000000003411386e-03 7.683216085241048805e-10 1.362549026621857472e+07 9.890122004497528076e+07
2.500000000003413554e-03 7.683219363830083749e-10 1.351634839508598112e+07 9.942164492689281702e+07
