X_dat,Y_dat,Z_dat,t
0.000975359524172334,-0.00316251591503363,1.15040495539789,0.00999
0.00108253350625204,-0.00309380967210701,1.15382478286254,0.01009
0.00149178913762739,-0.00329161217948246,1.15955547111848,0.01019
0.00147362752834131,-0.00353191912071634,1.15743213172873,0.01029
0.00145509337478917,-0.00332295167981362,1.16100004722833,0.01039
0.00147130931620003,-0.00359752872482851,1.15872006041094,0.01049
0.000859662950166669,-0.00384732381760632,1.15793327072869,0.01059
0.000758994862139966,-0.00340879300756401,1.15366611007864,0.01069
0.000705724452275331,-0.00303166498365408,1.14915245725943,0.01079
0.000648418937253314,-0.0034132374351528,1.1504070145197,0.01089
0.000541270163476711,-0.00322735938876328,1.14879762950772,0.01099
0.00103558131792244,-0.00290039931698491,1.15091374322102,0.01109
0.000817698423193144,-0.00290500002410066,1.15003620998979,0.01119
0.000529402003143682,-0.00338377779773001,1.15808569050223,0.01129
0.000374190080356508,-0.00384879895252854,1.16432717719035,0.01139
0.000768664899038099,-0.00387092848511027,1.16408186785326,0.01149
0.00100240109108941,-0.00323565376313209,1.16470255709973,0.01159
0.00118948623506668,-0.00306050175588132,1.17628286045006,0.01169
0.000897326382092927,-0.00336314599389301,1.18669173000327,0.01179
0.000932978055808387,-0.00344984259588048,1.18987442359817,0.01189
0.00083882560549585,-0.00336316556210248,1.18384886129566,0.01199
0.00083735297747398,-0.00233414397255779,1.17692079253955,0.01209
0.000743546426032083,-0.00308717352653023,1.1816502665432,0.01219
0.000799997727931088,-0.0033096821309439,1.17848633043043,0.01229
0.000663357381202296,-0.00400391340059941,1.18523367982979,0.01239
0.000872494553766747,-0.00329357470839922,1.18120999975907,0.01249
0.0010485775695572,-0.0034609539669781,1.17718453848277,0.01259
0.00132892082881877,-0.0024717026333037,1.16698182646087,0.01269
0.00173902626192728,-0.00244809590388106,1.15820705077774,0.01279
0.0013926708356993,-0.00229141323727207,1.15854777681868,0.01289
0.00131249413286151,-0.00255189817705179,1.16153203008918,0.01299
0.00131575312994046,-0.00275092516082778,1.16326305516038,0.01309
0.000918370887868611,-0.00207661289572612,1.15509266524526,0.01319
0.00135841667901156,-0.00146675286444857,1.14171192027435,0.01329
0.00131273672922105,-0.00188610537041575,1.146970310476,0.01339
0.0010164508568802,-0.00115534856844853,1.13006508747344,0.01349
0.00120601827283493,-0.00152164495791107,1.13208646859407,0.01359
0.000766421627764546,-0.00155143594245428,1.13504034018229,0.01369
0.000596965967087494,-0.00143577981463076,1.13534979988873,0.01379
0.000616376427716377,-0.00160832570065473,1.1362930596441,0.01389
0.000722359039168494,-0.00160699766321235,1.12278587205251,0.01399
0.000465270981598706,-0.00150984122646969,1.11777338590091,0.01409
0.000575338157370257,-0.00129245054006751,1.11884490478667,0.01419
-3.46022231522874e-05,-0.00163006974392203,1.12563177013197,0.01429
0.000487613224295535,-0.00178512947372054,1.13157128770656,0.01439
0.000745157147905824,-0.00152534253394027,1.13149553992559,0.01449
0.0010606066549586,-0.00192229224013014,1.1406672193151,0.01459
0.00113077350258106,-0.00241355150527708,1.14428927243867,0.01469
0.000952921238398363,-0.00265251658535268,1.1485827818409,0.01479
0.00055372364707095,-0.00329524527219589,1.15237184888182,0.01489
0.000494450637557354,-0.00342284376122899,1.15310669801739,0.01499
0.000891651309630884,-0.00369200072006758,1.15877615951171,0.01509
0.0007994938774174,-0.00335990267440641,1.15413911390182,0.01519
0.00104055424039267,-0.00319089220359842,1.14144498737928,0.01529
0.00125542636567489,-0.00322357196078508,1.13875931888114,0.01539
0.0013693152259055,-0.00298484091438241,1.14054911439091,0.01549
0.00149877744466124,-0.00322696067060019,1.14775155287882,0.01559
0.00113753132823995,-0.00348879540100049,1.15427848595403,0.01569
0.000628550192301279,-0.00313437252030217,1.15187116835952,0.01579
0.000578913552783535,-0.00300014892266112,1.15652264261691,0.01589
0.000522706370625574,-0.00286207344089388,1.15399425110922,0.01599
0.000653418596886927,-0.00297142772188559,1.15270888538516,0.01609
0.000686521096596845,-0.00276228376304198,1.15543254010358,0.01619
0.000825307798261305,-0.00302253418830104,1.15809449421468,0.01629
0.000883110476846493,-0.00310810152459147,1.15699428616886,0.01639
0.00138534415530675,-0.00309492799423124,1.15873887611756,0.01649
0.00163747109948584,-0.0028126390667979,1.15927043316862,0.01659
0.00144214211601407,-0.00277080262532458,1.15746942933952,0.01669
0.00174746282739039,-0.002504445448411,1.15484334498961,0.01679
0.00131872533594946,-0.00262694826788724,1.14887320480416,0.01689
0.00164572986114119,-0.00220944102757028,1.14766296375926,0.01699
0.00179911404455383,-0.0022833618373832,1.15805753101021,0.01709
0.00171556785205589,-0.00195043678852238,1.15619757065775,0.01719
0.00145213366460121,-0.00233878767734753,1.16379583308785,0.01729
0.00161430156453778,-0.00220584791085187,1.15739424489053,0.01739
0.00151406459376877,-0.00224535839253919,1.16264262420378,0.01749
0.00133997354485341,-0.00253456794439776,1.16942873405657,0.01759
0.00153219994277549,-0.00332678031436366,1.17088648557478,0.01769
0.0012324009575617,-0.00333037176378049,1.17084428951282,0.01779
0.000903495534708954,-0.00375895886361463,1.16723356055448,0.01789
0.000864933187901857,-0.00397263841892892,1.16995591451247,0.01799
0.000705478523970531,-0.00376120581572644,1.16228858762638,0.01809
0.000637969280555139,-0.00400314187368083,1.15657313366124,0.01819
0.00108643186424584,-0.00367573107946818,1.15540436205307,0.01829
0.000959805689830517,-0.00362594005218622,1.15642439778598,0.01839
0.000775530490310209,-0.00341331501059324,1.15639376807179,0.01849
0.000705757184158828,-0.00320439410674904,1.15135809103623,0.01859
0.000528589194813666,-0.00325877362732455,1.14788050708057,0.01869
0.000856892223228102,-0.00324067906104606,1.14623986636172,0.01879
0.000469296916659049,-0.00340477434050089,1.14779877228996,0.01889
0.000933943889457637,-0.00311747828888105,1.15226145150555,0.01899
0.000987587082871066,-0.00321513502158961,1.15291775947888,0.01909
0.0016077198517194,-0.0035786857839562,1.15675778191192,0.01919
0.00197802670723877,-0.0036173955257409,1.1570189709841,0.01929
0.00214442154892097,-0.00346348909139672,1.15851010480553,0.01939
0.00221769972801885,-0.00357473123731371,1.15935757387875,0.01949
0.00234157380124815,-0.00374359057397496,1.16198625360392,0.01959
0.00195119165154766,-0.00306279307949736,1.15795184336014,0.01969
0.00148886495402009,-0.00316488782618604,1.15483375780335,0.01979
0.00184935842116386,-0.00328185754270964,1.15510546742193,0.01989
0.00125054018932332,-0.00288690324437512,1.15625142993636,0.01999
0.00164859245872391,-0.00224943472088344,1.15809344628428,0.02009
0.00109013158232853,-0.0025644628338628,1.15497722041604,0.02019
0.00141778729821999,-0.00283117032117827,1.15580084194481,0.02029
0.0013556758440052,-0.00289972435005005,1.1507117587129,0.02039
0.00137749334913784,-0.00280024916804998,1.14940986023127,0.02049
0.00140079238248255,-0.00274646167119506,1.14293589567621,0.02059
0.00132933119558598,-0.0025126463571361,1.14979900675964,0.02069
0.0020953640721818,-0.00267911386259408,1.15220296456838,0.02079
0.00224252052485827,-0.00254431689322513,1.15645819415527,0.02089
0.00188949276077792,-0.00262084088363525,1.15659850150767,0.02099
0.00207975811923516,-0.00257796786215993,1.15513752093875,0.02109
0.00241675096861522,-0.00272018834892953,1.15582149834633,0.02119
0.00213354198693672,-0.00294586449271492,1.15927996360532,0.02129
0.0019125553742688,-0.00238607631299622,1.15445722611998,0.02139
0.00253674868393096,-0.00276672897057573,1.16184143664393,0.02149
0.00230725455397568,-0.00338218189963909,1.16546584592372,0.02159
0.00204932893585883,-0.00328786058805486,1.16398515293363,0.02169
0.00235069015684784,-0.00285414902147695,1.16489143726431,0.02179
0.00232908771323639,-0.0028391654845964,1.16764832275405,0.02189
0.00224084585956515,-0.00225389505898997,1.15866704477091,0.02199
0.00228749606939203,-0.00228161386403821,1.16177917765193,0.02209
0.00225511137875934,-0.00271046746527306,1.16255055577784,0.02219
0.00272206372479682,-0.00249590942131685,1.16730106291841,0.02229
0.00225798338554755,-0.0021318435564637,1.16197577391318,0.02239
0.00217558516626556,-0.0022795355532975,1.16118441384609,0.02249
0.00248421357552786,-0.00232039607597159,1.15975353291637,0.02259
0.00220352780838697,-0.00257981680929847,1.1553868597946,0.02269
0.00218804556009293,-0.00273313910836235,1.15253061088569,0.02279
0.00182985583144966,-0.00276756794089005,1.15316974261316,0.02289
0.00166434059282967,-0.00228164183735034,1.14923127912278,0.02299
0.00142597618058432,-0.00194422576015683,1.14773099011315,0.02309
0.00157624296362246,-0.0017822536040513,1.14526428901671,0.02319
0.00207108479751608,-0.00209784220968535,1.14410725174671,0.02329
0.00232540772638808,-0.00231137802346771,1.13896141641332,0.02339
0.00288836341023077,-0.00260809051329214,1.14436089925294,0.02349
0.0026116070909993,-0.00272121530677796,1.14429757941785,0.02359
0.00203640354119821,-0.00248173945173753,1.14266188750287,0.02369
0.00182201243985386,-0.00279897222476774,1.14891891804225,0.02379
0.00122831470537364,-0.00268047983383144,1.13730403015457,0.02389
0.0011001925319407,-0.00246085615625755,1.13025750792931,0.02399
0.00128506025074692,-0.0023046027261879,1.13307338334087,0.02409
0.00158946787834478,-0.0024131578021602,1.13454879679704,0.02419
0.00204021083743652,-0.00214732535575548,1.13956896799243,0.02429
0.00249274642015621,-0.00150856581863748,1.1263682570554,0.02439
0.00232915462879577,-0.00152304486499279,1.1248010329117,0.02449
0.00235901535616688,-0.00184037427665545,1.12761572238583,0.02459
0.00200303225046289,-0.00201516525688561,1.12584593271022,0.02469
0.00179620027850175,-0.00195429172875017,1.11969158142648,0.02479
0.00159640026684818,-0.0021932076885206,1.12237806041001,0.02489
0.00196489703633655,-0.00250522163572783,1.12929077273909,0.02499
0.00143037206098004,-0.00230134700009094,1.12252236591269,0.02509
0.00201071248955891,-0.00246548096665112,1.12493679787337,0.02519
0.00138649619319454,-0.0020543578802871,1.12115714040128,0.02529
0.00156510961781961,-0.00163652736183824,1.12172157027253,0.02539
0.00201811979041697,-0.00162429795514125,1.11961059177032,0.02549
0.00189149495584191,-0.00143219025697635,1.11388152554808,0.02559
0.00162384493650414,-0.00217765343115885,1.12333385206289,0.02569
0.00180916087709532,-0.00237552789818556,1.12740743964476,0.02579
0.00197214084280385,-0.00258054880803845,1.1273521934523,0.02589
0.00248302140964053,-0.00260708747123668,1.13218046906815,0.02599
0.00274862720169511,-0.00265252886775591,1.13565095075396,0.02609
0.00248832748021239,-0.00232249296127867,1.13003931308014,0.02619
0.00231941632440463,-0.00244132111664112,1.13339569093259,0.02629
0.00242886551219065,-0.00232751407228459,1.13618065081356,0.02639
0.00249336552924674,-0.00229378130909108,1.13790236332066,0.02649
0.00272273337698885,-0.0023262504785809,1.14384646485129,0.02659
0.00311419646510811,-0.00256041420414927,1.14982192551315,0.02669
0.00301316966704369,-0.00293913254233264,1.15846989891407,0.02679
0.00346641377165968,-0.0029489764746002,1.163166027187,0.02689
0.00343711288702695,-0.00296931248226547,1.15815768950946,0.02699
0.0029886983858233,-0.00300294948407485,1.14321784508925,0.02709
0.00277324618358695,-0.00282136469146255,1.14249782000932,0.02719
0.00309651017573136,-0.00305557287944063,1.14731780146726,0.02729
0.00330918297767851,-0.00266618966445337,1.1435793337293,0.02739
0.00356740913514208,-0.00200439523077116,1.13372777166402,0.02749
