Top Left Quadrant,Bottom Left Quadrant,Top Right Quadrant,Bottom Right Quadrant,times [s]
0.432824276530323,0.393878612714523,0.43932440917247,0.399703453870573,0.00999
0.435102508452221,0.409143535103247,0.423101148133048,0.397926545312475,0.01009
0.434149938432006,0.407626100052165,0.426139340209517,0.400175757424672,0.01019
0.428097289802492,0.401291323260247,0.432112741303222,0.4048731014302,0.01029
0.436892248105856,0.411066543700393,0.420902195212141,0.39625853130897,0.01039
0.452159421982494,0.421324494217854,0.411153310815656,0.383563943853984,0.01049
0.451525259646208,0.411555173181916,0.42241793276867,0.385373558526574,0.01059
0.444213236301209,0.394932904276729,0.43937875129139,0.390763991488211,0.01069
0.45024835869075,0.420292592098841,0.412371465804748,0.385289848302656,0.01079
0.435939789391003,0.434884178287013,0.398145699363338,0.397217769466633,0.01089
0.447858490396235,0.432806035823393,0.401742953492831,0.388449471763546,0.01099
0.433757773722709,0.429785099464762,0.404962602613023,0.401262101024346,0.01109
0.450168512618554,0.438721624671058,0.393541571709441,0.383875783903332,0.01119
0.426018934143313,0.436667498234476,0.39625604840536,0.406066694358475,0.01129
0.434457283746841,0.435889808144384,0.395969864366544,0.397292985217678,0.01139
0.42136943922863,0.428871837303008,0.40517417965023,0.412324061787924,0.01149
0.424596506811892,0.435352888787807,0.397735894750981,0.407708596632353,0.01159
0.409871836194215,0.447212637133633,0.386345842250379,0.421169914763516,0.01169
0.405296224799369,0.430159637046544,0.40255628496715,0.427162691538561,0.01179
0.404731317480786,0.421091654159374,0.412195664802873,0.428857321100774,0.01189
0.402191431172885,0.41588316476247,0.416960690665243,0.431168991178276,0.01199
0.416699285393976,0.409010985742725,0.422650525795087,0.414832301101447,0.01209
0.428625402238049,0.435718000462493,0.396911491491496,0.403410037362392,0.01219
0.443281360308061,0.431696889648815,0.401782498320892,0.391435932833431,0.01229
0.432355048924842,0.422607593558153,0.408826700591844,0.399675183002524,0.01239
0.428237407773108,0.410205893737504,0.420160805630074,0.402531548438487,0.01249
0.412328674841457,0.449408995351536,0.383245849305383,0.417327872627806,0.01259
0.421017424914972,0.445855374266509,0.386606061287837,0.409103460689492,0.01269
0.434316547336207,0.451862181373673,0.381252036638927,0.396394009050573,0.01279
0.4275193400044,0.439450346456582,0.391764341027544,0.402601697082888,0.01289
0.400669323181304,0.423234201960682,0.409238495688002,0.432275918864687,0.01299
0.402878505468391,0.432007975926846,0.400047471152911,0.428992805848123,0.01309
0.417880893859614,0.418259145828781,0.41444146385889,0.414897139424331,0.01319
0.415884935200059,0.428364121351169,0.404345566355037,0.416598476962403,0.01329
0.426141079316467,0.414668682719596,0.419631464811951,0.408399596824778,0.01339
0.430397029709226,0.417250049284236,0.416272003973172,0.403666273544335,0.01349
0.426462348636652,0.409289828719666,0.421168849280652,0.404231792289881,0.01359
0.418855574207273,0.401078838071695,0.431502655563348,0.413083750474238,0.01369
0.423961582994609,0.40659564023546,0.427151464737714,0.409578905256867,0.01379
0.417070934597096,0.408009614860339,0.427366483564049,0.418049953512032,0.01389
0.413606467360291,0.427093148652966,0.408970037912736,0.422278311871556,0.01399
0.412229161357843,0.420578537732545,0.41426277338431,0.422644284529329,0.01409
0.41524097336128,0.401565736774363,0.433308669653937,0.419048128385307,0.01419
0.423262975786714,0.397239532051589,0.435573611022094,0.408830330707775,0.01429
0.428094798092912,0.406830842777713,0.425304957667916,0.404217777781328,0.01439
0.445734563739985,0.410256823047965,0.421445145358534,0.388001304340314,0.01449
0.419503405678538,0.397762670993735,0.434950566006212,0.412261306939704,0.01459
0.420463974204121,0.431933879812155,0.403457186977419,0.414301136184627,0.01469
0.418752292873102,0.427441331172224,0.407899026818741,0.416325804163172,0.01479
0.420172403379743,0.411379408905666,0.421966091784021,0.413148097838168,0.01489
0.421311787569913,0.418426858017776,0.415337120573845,0.412547276448411,0.01499
0.407275315373912,0.396462947564417,0.434390382931415,0.422739458935121,0.01509
0.405764285382825,0.401233328088288,0.431307196245246,0.426431038697648,0.01519
0.425857708391774,0.425244821799982,0.409620861591808,0.409049795878365,0.01529
0.40281869900531,0.41150911414401,0.420022695628587,0.429149059640873,0.01539
0.411312910088955,0.416981367444559,0.415204824100081,0.420956751148753,0.01549
0.390264633469616,0.424720975389479,0.407255379140223,0.443455636699995,0.01559
0.416382471274678,0.435085371399283,0.398327644602192,0.416087402118614,0.01569
0.42748529297646,0.420099966753574,0.4126546829618,0.405504284977917,0.01579
0.428177597774296,0.423181137851834,0.407891586883589,0.403116721776989,0.01589
0.433001598019511,0.427887590088181,0.404338078546957,0.399568490932739,0.01599
0.433427895010166,0.435676540035964,0.395930377192561,0.39789706340734,0.01609
0.429082736412249,0.452419980919722,0.382841616306339,0.403320046442911,0.01619
0.418993151692563,0.447920133330099,0.386291863341347,0.412669933572413,0.01629
0.42314768155631,0.455205634323029,0.381866641422703,0.410426698260057,0.01639
0.413058426608273,0.460214221443385,0.375136496725739,0.41744198110319,0.01649
0.417475286803101,0.45869102915614,0.375143493881853,0.41171651873271,0.01659
0.414097971014828,0.457349781501393,0.377032692520655,0.41596036148809,0.01669
0.399977894543264,0.4664811482392,0.369876730918693,0.430851169913025,0.01679
0.396129689978411,0.465425148475933,0.368898097464216,0.432948097458299,0.01689
0.411809432102837,0.445327428203135,0.387354463484835,0.418636564099766,0.01699
0.410243678910683,0.441137541141667,0.391372779992001,0.420684153559273,0.01709
0.400545766222113,0.432109501476391,0.400719716927982,0.432202181212906,0.01719
0.410008891442475,0.424396100140809,0.409790257601167,0.424110402413651,0.01729
0.415629472858286,0.417163960040127,0.419684308402097,0.421219702294989,0.01739
0.418408541211915,0.396113669644934,0.438526557081525,0.415026008729605,0.01749
0.422736479169543,0.385397146985867,0.450239559145347,0.410093830145197,0.01759
0.422053022090022,0.377729525057622,0.457504015915975,0.408880088387316,0.01769
0.424464119718817,0.383519440070333,0.451589630093744,0.407632191558779,0.01779
0.438813767223283,0.398162854015456,0.435431420609904,0.39509286959144,0.01789
0.457421131962782,0.391684992029945,0.439856706875456,0.376810768897666,0.01799
0.462201362403958,0.39476614476283,0.434927166187489,0.37171927457899,0.01809
0.43026406370307,0.417258365425053,0.414628741848151,0.402162911222265,0.01819
0.415547099496076,0.427572089218277,0.405475690069933,0.417160414599809,0.01829
0.415822352362891,0.430340735989906,0.404263509246534,0.418299095643348,0.01839
0.409359613213901,0.4430997843763,0.39131142747402,0.423306247106062,0.01849
0.391814310758444,0.438085682237779,0.394446959818398,0.440935659789581,0.01859
0.400569384120053,0.439061282906742,0.392420700749609,0.429980974269437,0.01869
0.409014012219203,0.445945808453966,0.38414333264447,0.41850424524804,0.01879
0.411921751733356,0.450676138102717,0.381466562350883,0.41693467541561,0.01889
0.401653337838677,0.434575243521723,0.396183138399468,0.428553164653747,0.01899
0.407089949639695,0.439057409926776,0.393314196093517,0.424044139748652,0.01909
0.408668187839152,0.448430898527825,0.385429840421766,0.422621738701831,0.01919
0.402019458626974,0.454121930595648,0.37935503084885,0.428132790404452,0.01929
0.396760197243123,0.467169637888986,0.371166392600365,0.436445626365579,0.01939
0.409436537463164,0.443102063788227,0.392511397703193,0.424554836875143,0.01949
0.393425603925379,0.433841400160057,0.399926236230946,0.44112858012356,0.01959
0.408605266937952,0.432074785143877,0.401201838638995,0.424147260533345,0.01969
0.421987507264452,0.423885752971569,0.408129248704841,0.409898762892124,0.01979
0.413557449181858,0.419202550291374,0.415468669960565,0.421134064240932,0.01989
0.404029682658798,0.418058588873645,0.415366195058392,0.429857710835825,0.01999
0.409378454096892,0.411640547386502,0.422102712050578,0.424431991928926,0.02009
0.433611709006813,0.397088513112448,0.434474202926319,0.397748128468878,0.02019
0.431303874552668,0.410733599170464,0.421535128565132,0.401479223356033,0.02029
0.453406625565421,0.42644838242169,0.404491678529736,0.380581539392231,0.02039
0.434395816328616,0.42484310453724,0.407682970496851,0.398601007716347,0.02049
0.423840048991955,0.439659985756417,0.393840300628569,0.408369684601168,0.02059
0.415247371788559,0.440832432124126,0.389796158817413,0.413581472012005,0.02069
0.412776861462838,0.422432054227869,0.407856443102219,0.417336234167092,0.02079
0.394711045645582,0.436060623440937,0.395315210185517,0.436727018037405,0.02089
0.405534136617465,0.471787810036633,0.364229420071927,0.422734708075841,0.02099
0.403381441804007,0.446244683253666,0.387423427188833,0.428213161627735,0.02109
0.405300876736309,0.450498497014508,0.381970022361534,0.424094959977954,0.02119
0.388912405252808,0.454639173389062,0.378849725494052,0.442389435143989,0.02129
0.414657868029025,0.448251034415496,0.386399093534257,0.417288903694627,0.02139
0.411254372593262,0.427528691695496,0.405539533728754,0.421474174348271,0.02149
0.41346614116593,0.4313459107104,0.40026973362962,0.417489441636719,0.02159
0.405366431827071,0.459606847966847,0.375711313539316,0.425422011107981,0.02169
0.41559873535953,0.43145478721652,0.40253069464736,0.417803750792192,0.02179
0.427037371334169,0.427988288432963,0.407105546732969,0.408005026873018,0.02189
0.446645650490842,0.42254371559699,0.410396060126492,0.388497547982591,0.02199
0.448221749711424,0.420554322123766,0.411237402266878,0.386176195837752,0.02209
0.449768753556468,0.435567413443004,0.396241681268805,0.383981868876042,0.02219
0.469167127032937,0.43720492417998,0.393023653136647,0.366933902516559,0.02229
0.458118336954986,0.433610921104432,0.399131893327876,0.37820526206578,0.02239
0.445760620656466,0.419546422408134,0.409977790016783,0.386155760098343,0.02249
0.431642691192334,0.411984538103487,0.42065099320894,0.401565517534765,0.02259
0.421715834659357,0.41551096368491,0.415898821209922,0.409686069486154,0.02269
0.42939777854351,0.402454354381181,0.432222272403558,0.405070453162036,0.02279
0.414371984422914,0.387670407198697,0.448526203544053,0.419275828361074,0.02289
0.415178591474954,0.395210900642878,0.438441014471259,0.417262429373782,0.02299
0.400065387005895,0.389315487929882,0.44146623171786,0.429424983995275,0.02309
0.390677654904082,0.405133465906635,0.424937274864969,0.440545615102701,0.02319
0.388372947372047,0.399823593421426,0.429278883373708,0.44198704461843,0.02329
0.391984938191044,0.398785187453997,0.432451005325353,0.440053260185562,0.02339
0.392245263188409,0.395017053735322,0.435447846400002,0.438595244860102,0.02349
0.403482406052011,0.38627727969218,0.446029051761616,0.42673872227055,0.02359
0.422772537084916,0.415152540126355,0.415916202758449,0.408440883089247,0.02369
0.419050597375507,0.426160627998616,0.408087617202084,0.414992469062718,0.02379
0.424115587348067,0.416802476692687,0.414689951041914,0.407522431382696,0.02389
0.406782931539134,0.432072353178866,0.398853190711991,0.423409098822574,0.02399
0.421825345337042,0.435462329251851,0.395621597868337,0.408248123448388,0.02409
0.424187233693317,0.420022774269131,0.409992861443685,0.405825572236334,0.02419
0.427765753607841,0.427348793263969,0.401710880513919,0.401280865736377,0.02429
0.427418760625542,0.429359714479986,0.401641390630783,0.403419687053243,0.02439
0.427779133031248,0.436699839374471,0.394147397281625,0.402233841043371,0.02449
0.426384239940048,0.443632648121904,0.387515201921338,0.402943571189443,0.02459
0.42968098653771,0.443929620841472,0.390269446819458,0.403002450912543,0.02469
0.440332742536892,0.44297151760087,0.389796212706622,0.392079737936169,0.02479
0.452209225775918,0.450919363196128,0.381859740169045,0.380784335436822,0.02489
0.45814512708696,0.439136831084219,0.394059523250712,0.378042399219556,0.02499
0.468065634338704,0.437050541122663,0.394612850586369,0.36901797600084,0.02509
0.4770168845612,0.446218141642485,0.385841525993443,0.36161485403664,0.02519
0.465159715310674,0.457101879425893,0.377413759726458,0.371090897901986,0.02529
0.465686246394851,0.438094474813617,0.394227657095694,0.371278585789728,0.02539
0.473118972688279,0.430518450710069,0.400349745982937,0.364916159683517,0.02549
0.46810776851987,0.433398226898107,0.396004178297203,0.367269293201007,0.02559
0.458195403739731,0.422816848576648,0.407533821977144,0.376474326804976,0.02569
0.436795358998971,0.430070913219102,0.401673188050885,0.395476830866301,0.02579
0.430029528006742,0.424518335778498,0.40708130072245,0.401896335845949,0.02589
0.431515670954715,0.420590827584586,0.41133697456941,0.400973691981152,0.02599
0.429444342056796,0.4227257378476,0.409103588383256,0.40267576189877,0.02609
0.42280077895826,0.429113371768585,0.403850060174803,0.409831243382423,0.02619
0.415500998556684,0.448388859679991,0.385688365388231,0.415890345792288,0.02629
0.391795188861628,0.444280551121306,0.389646828004827,0.441778669950028,0.02639
0.400649861644378,0.432502604111414,0.400598904049474,0.43244737181758,0.02649
0.413056957407196,0.424622074334392,0.410212431220965,0.421679756001819,0.02659
0.413941644859395,0.401861515489709,0.431234535908745,0.418655858773716,0.02669
0.421683504881282,0.414170582895506,0.417547047217808,0.410096659347451,0.02679
0.433183923031469,0.432346761070385,0.399597435704347,0.398596339835427,0.02689
0.405864448363681,0.414042804391521,0.418892076470223,0.427332059831142,0.02699
0.413686690406034,0.428104538188075,0.406404835406023,0.420535177553879,0.02709
0.405736084952563,0.425972057814058,0.408896352277012,0.429333655705235,0.02719
0.396042897771251,0.411681508589475,0.422672865942143,0.439501297544311,0.02729
0.390894141294131,0.391025622202111,0.442643734310085,0.442841342482073,0.02739
0.403737426018549,0.399254087474944,0.435298217438949,0.430445504159093,0.02749
0.41615048726015,0.406104102469187,0.425920033051889,0.41560274106917,0.02759
0.399672137056431,0.42720018723873,0.403795414436904,0.431621700101672,0.02769
0.389069735530467,0.42964437100601,0.40338453798733,0.445706071420293,0.02779
0.396563250144455,0.433721223208762,0.402591229012481,0.440399950376783,0.02789
0.383862932426289,0.426381702967006,0.406222077943126,0.451590989593057,0.02799
0.37945694039157,0.415779091522564,0.413559555488667,0.453710813728316,0.02809
0.386067505441421,0.422480747076663,0.408931223240516,0.447855833200705,0.02819
0.407007535481736,0.407208911106739,0.426982192860504,0.42728010765073,0.02829
0.402966612305171,0.421415472430316,0.412600041331382,0.431566752552979,0.02839
0.403670389721429,0.413402892967545,0.41991992927333,0.430095064514759,0.02849
0.410548720449529,0.424939569117388,0.407727313845911,0.422004566900902,0.02859
0.407673427598966,0.426162038163239,0.406627130703529,0.425103769501944,0.02869
0.386993088063878,0.425036635777857,0.406265785730152,0.44632835512617,0.02879
0.395640063131083,0.432092817671248,0.397420555365559,0.433957249603841,0.02889
0.407978154565909,0.432530790577843,0.398258949603499,0.422019992530378,0.02899
0.409171681593321,0.42889879470206,0.40167032373577,0.42088992685986,0.02909
0.417996913748664,0.436651461341394,0.39449092528285,0.411913170613037,0.02919
0.426408937426006,0.445603362247083,0.389624965263257,0.406862618725372,0.02929
0.432149160120944,0.43842935535086,0.39430990915523,0.399902919188031,0.02939
0.438649433563487,0.43086393521247,0.399255251905057,0.392248080489106,0.02949
0.451111737769833,0.450777763499508,0.382520873078094,0.382213402499261,0.02959
0.441090333196251,0.446947792092617,0.385176911334622,0.390091033990764,0.02969
0.451894785126224,0.446853447700924,0.38438720024137,0.380167296020095,0.02979
0.448901467593336,0.464665279486589,0.368517713769248,0.381070604627685,0.02989
0.468995056177457,0.472833477307479,0.358497822760927,0.361320179001486,0.02999
0.457359538516705,0.465789537009708,0.363018528184881,0.369472752976551,0.03009
0.435285753326493,0.470836079594624,0.362851736705923,0.391439081466128,0.03019
0.444004120172823,0.456874642270769,0.377243411003061,0.387770676958348,0.03029
0.437953119868983,0.460593398518846,0.373060689193914,0.391774415480883,0.03039
0.454307455852282,0.442956613706864,0.389464711706722,0.380051803416419,0.03049
0.450556454151001,0.429347651294831,0.402826496980615,0.384220681993757,0.03059
0.458933077917883,0.451625131012283,0.38012912801878,0.374305492970776,0.03069
0.448579334279188,0.480667066480162,0.357001389720401,0.381652873718561,0.03079
0.446553647009936,0.461433153220527,0.373015907446202,0.385101488350276,0.03089
0.44305954522539,0.432279152615983,0.401989371434382,0.392354244078704,0.03099
0.44539434946373,0.417153800846129,0.413965555258526,0.387983250301294,0.03109
0.442046210867972,0.41737172862792,0.413274386348447,0.39042922126199,0.03119
0.440996971653484,0.426033322616605,0.405694635576189,0.39210432642263,0.03129
0.418830054114508,0.423837664200351,0.405444000662965,0.410138433373508,0.03139
0.433301586049413,0.436284483250327,0.39454678364564,0.397208164733307,0.03149
0.438961377748559,0.441884506473394,0.388377450626778,0.39090431392635,0.03159
0.438763442435302,0.434569639132047,0.397359393280709,0.393658040944855,0.03169
0.450235376432438,0.43255991350198,0.396916416419649,0.381620544422809,0.03179
0.443369861100944,0.428781529096599,0.401111028162573,0.387978327216796,0.03189
0.438682295972202,0.450842687157358,0.380086001266694,0.390334609660894,0.03199
0.444738729823662,0.423012211011808,0.409158186901088,0.38937273625388,0.03209
0.435356191869785,0.442082591931615,0.391148384912383,0.397128920033722,0.03219
0.414228170890209,0.447064871293861,0.386124902056482,0.416397377772534,0.03229
0.405107037297133,0.439356314918848,0.392639958090017,0.425603816474259,0.03239
0.41284390848695,0.437038492710476,0.395730167766948,0.418727073687434,0.03249
0.408972900150958,0.437464886984182,0.394863698195758,0.422164581222091,0.03259
0.418522221763799,0.437915288215443,0.393484403287731,0.411558523574987,0.03269
0.420789379696843,0.433237665542064,0.398288675021041,0.409980049656916,0.03279
0.414168887973026,0.440293239589943,0.391944070066388,0.416456102754638,0.03289
0.422569012599263,0.43644058037335,0.397134804723038,0.410047171571815,0.03299
0.416747806399408,0.457623786310784,0.377073433038639,0.413489503291752,0.03309
0.411294891370697,0.455789613829123,0.379908879588002,0.420541187145419,0.03319
0.434189921760819,0.455226313647517,0.380161859203327,0.398257227933653,0.03329
0.410796358917586,0.426075637485089,0.406981866135838,0.421913860083096,0.03339
0.413016505411109,0.442850090662158,0.391114121613001,0.419036822678751,0.03349
