logz logzerr logvol nlive logl logwt insert_order
-1.179280191735528449e+00 6.414281815790413843e-02 -3.674470409206436750e-01 2.770000000000000000e+02 5.330856122602233374e-14 -5.991464547107929306e+00 nan
-1.171182981502908893e+00 6.641744026739448969e-02 -3.710636813908321785e-01 2.760000000000000000e+02 5.335688988404213981e-14 -5.991464547107928418e+00 nan
-1.163150809805644448e+00 6.380820164665079730e-02 -3.746934494414108641e-01 2.750000000000000000e+02 5.358591813625159328e-14 -5.991464547107929306e+00 nan
-1.155182640156467544e+00 6.249533800639910097e-02 -3.783364407199119595e-01 2.740000000000000000e+02 5.401727202582412404e-14 -5.991464547107928418e+00 nan
-1.147277460649354097e+00 6.186911095856985343e-02 -3.819927519230224555e-01 2.730000000000000000e+02 5.439675909938739604e-14 -5.991464547107928418e+00 nan
-1.139434283188328179e+00 5.846679725234037173e-02 -3.856624808119848424e-01 2.720000000000000000e+02 5.454079547993403458e-14 -5.991464547107928418e+00 nan
-1.131652142746273126e+00 6.147246025849272683e-02 -3.893457262282812859e-01 2.710000000000000000e+02 5.495198759778374006e-14 -5.991464547107927530e+00 nan
-1.123930096652362653e+00 5.749758136465830255e-02 -3.930425881096074048e-01 2.700000000000000000e+02 5.558277964798151752e-14 -5.991464547107926641e+00 nan
-1.116267223906793449e+00 5.851893630680606029e-02 -3.967531675061430341e-01 2.690000000000000000e+02 5.564697942669260062e-14 -5.991464547107925753e+00 nan
-1.108662624521574047e+00 5.809556673500760465e-02 -4.004775665971254672e-01 2.680000000000000000e+02 5.604119381183909184e-14 -5.991464547107925753e+00 nan
-1.101115418886190911e+00 5.835218914556301179e-02 -4.042158887077326179e-01 2.670000000000000000e+02 5.617233376874138496e-14 -5.991464547107926641e+00 nan
-1.093624747157033283e+00 5.640519437477151121e-02 -4.079682383262830947e-01 2.660000000000000000e+02 5.632283471610211295e-14 -5.991464547107926641e+00 nan
-1.086189768669514999e+00 5.515462897166450995e-02 -4.117347211217599612e-01 2.650000000000000000e+02 5.634207676475209300e-14 -5.991464547107925753e+00 nan
-1.078809661371892270e+00 5.299301986169001333e-02 -4.155154439616660089e-01 2.640000000000000000e+02 5.636129601542098047e-14 -5.991464547107925753e+00 nan
-1.071483621279819332e+00 5.278604142005347000e-02 -4.193105149302176482e-01 2.630000000000000000e+02 5.662162909474794354e-14 -5.991464547107925753e+00 nan
-1.064210861950739329e+00 5.038477249314515100e-02 -4.231200433468853550e-01 2.620000000000000000e+02 5.663431654846781268e-14 -5.991464547107924865e+00 nan
-1.056990613977252025e+00 4.928994936353143369e-02 -4.269441397852887787e-01 2.610000000000000000e+02 5.673478759744781834e-14 -5.991464547107925753e+00 nan
-1.049822124498639431e+00 4.773499700643105831e-02 -4.307829160924544487e-01 2.600000000000000000e+02 5.691121726926480447e-14 -5.991464547107924865e+00 nan
-1.042704656729775303e+00 4.819586293657190934e-02 -4.346364854084444063e-01 2.590000000000000000e+02 5.721709632739709219e-14 -5.991464547107924865e+00 nan
-1.035637489506682662e+00 4.801930593359886312e-02 -4.385049621863647551e-01 2.580000000000000000e+02 5.739891153228392175e-14 -5.991464547107923977e+00 nan
-1.028619916848035887e+00 4.839377680223849731e-02 -4.423884622127624011e-01 2.570000000000000000e+02 5.760640774645872612e-14 -5.991464547107924865e+00 nan
-1.021651247531942364e+00 4.554560455820894083e-02 -4.462871026284197518e-01 2.560000000000000000e+02 5.776663655416204048e-14 -5.991464547107923977e+00 nan
-1.014730804687368426e+00 4.608587675014916979e-02 -4.502010019495560900e-01 2.550000000000000000e+02 5.779591190869811730e-14 -5.991464547107923977e+00 nan
-1.007857925399606280e+00 4.386456381025434503e-02 -4.541302800894456704e-01 2.540000000000000000e+02 5.807458581161917648e-14 -5.991464547107924865e+00 nan
-1.001031960329206383e+00 4.634032426015489287e-02 -4.580750583804620302e-01 2.530000000000000000e+02 5.811758810213189159e-14 -5.991464547107924865e+00 nan
-9.942522733438274862e-01 4.619996105623785931e-02 -4.620354595965589506e-01 2.520000000000000000e+02 5.831692167267887529e-14 -5.991464547107923977e+00 nan
-9.875182411624833234e-01 4.542709355662297860e-02 -4.660116079761983943e-01 2.510000000000000000e+02 5.836921085279680532e-14 -5.991464547107923089e+00 nan
-9.808292530116865526e-01 4.588307143475021249e-02 -4.700036292457358544e-01 2.500000000000000000e+02 5.932658620814120921e-14 -5.991464547107922201e+00 nan
-9.741847102930178970e-01 4.770663481597250954e-02 -4.740116506432746624e-01 2.490000000000000000e+02 5.935111571325577125e-14 -5.991464547107922201e+00 nan
