weight logl A B
2.499999999904745952e-03 1.384227901819985613e-12 3.837805009355747607e+06 1.024208772388839890e+02
2.499999999904788019e-03 1.401261533791371577e-12 1.021785129604472429e+06 1.081062988562321380e+03
2.499999999904794525e-03 1.403197184074941454e-12 1.732285122240173398e+06 5.206111996848588888e+02
2.499999999904798861e-03 1.405390572303223648e-12 2.570589521392479655e+05 2.263693479881601888e+03
2.499999999905192210e-03 1.562108500027026791e-12 7.018499453867168631e+05 1.384335340753937999e+03
2.499999999905220833e-03 1.573904554479784409e-12 1.395277499298097791e+04 2.630618340886215719e+03
2.499999999905405147e-03 1.647871232771366525e-12 4.235104898942842738e+03 2.598530422071376961e+03
2.499999999905445046e-03 1.663276797263670507e-12 5.570337713987026291e+03 2.585006127010838100e+03
2.499999999905644973e-03 1.743136505174539374e-12 2.597973327251649462e+06 1.797783981723555939e+02
2.499999999906273376e-03 1.996024967022781098e-12 2.425130743922606143e+03 2.390894479322626012e+03
2.499999999906335826e-03 2.020914713801271439e-12 2.252169875238126842e+05 1.921778254523438136e+03
2.499999999906473303e-03 2.075728572596885292e-12 4.165983721710970858e+05 1.546545860964504755e+03
2.499999999906644173e-03 2.144412637833624454e-12 5.995140800771430368e+05 1.227437082283299105e+03
2.499999999907157218e-03 2.348286422423980484e-12 5.477544499760691542e+05 1.221766247735755087e+03
2.499999999907201453e-03 2.366576274370949813e-12 1.058821325688318211e+04 2.198453064337318210e+03
2.499999999907252628e-03 2.387306461923442825e-12 1.727375113160184817e+06 2.776303889849330631e+02
2.499999999907465999e-03 2.472065204186632138e-12 6.382884954906821804e+04 2.043264734102252532e+03
2.499999999907559240e-03 2.509756247181219956e-12 2.118322869015114338e+04 2.118272167696617998e+03
2.499999999907599139e-03 2.525820712019178088e-12 4.937901358455963200e+05 1.238952864258732006e+03
2.499999999907696717e-03 2.564743427725421373e-12 1.193588414892468369e+06 4.892744072905560415e+02
2.499999999907716666e-03 2.572153883135388287e-12 8.323870873152411077e+05 7.876762028027513907e+02
2.499999999907763504e-03 2.590964292910580460e-12 2.565871815151072497e+03 2.127304340261173820e+03
2.499999999907787790e-03 2.600519937724435218e-12 1.198947857803861189e+04 2.103652859977959906e+03
2.499999999908162924e-03 2.750987611242240788e-12 8.263730835300984327e+05 7.463490100399890252e+02
2.499999999908567114e-03 2.911008759408482158e-12 1.109350172180142719e+06 4.764151759666270323e+02
2.499999999908687244e-03 2.960552826019319923e-12 4.443715592324585887e+05 1.179905596514156741e+03
