weight logl A B
2.499999999909053271e-03 3.107592219935762154e-12 3.498376984446733259e+05 1.292477038127284686e+03
2.499999999909330826e-03 3.218094172279594069e-12 1.782048120500811841e+06 1.755184213435995559e+02
2.499999999909433175e-03 3.258659082057501797e-12 2.247967813046566211e+06 1.029248239941343002e+02
2.499999999909444451e-03 3.262709401029279653e-12 1.561986821684105962e+05 1.602899729683851774e+03
2.499999999909841703e-03 3.421948929729253045e-12 5.140205613091155101e+03 1.870046174457288998e+03
2.499999999910176938e-03 3.555887122118375037e-12 1.853655064264971588e+04 1.809134085553171417e+03
2.499999999910201224e-03 3.565987484537942561e-12 1.731559992844264023e+06 1.619281975445743740e+02
2.499999999910243725e-03 3.582743310345036614e-12 6.987916146253442857e+05 7.033095160059344835e+02
2.499999999910281455e-03 3.597817708250801470e-12 1.043511109299147851e+06 4.134133074287136083e+02
2.499999999910428039e-03 3.657233273018076898e-12 5.742602672247421651e+03 1.812732790686804037e+03
2.499999999910556842e-03 3.709163318021463520e-12 5.187345360530501348e+05 8.977621825978610559e+02
2.499999999910936313e-03 3.859906475930171307e-12 5.602394748607455986e+05 8.157055518322862326e+02
2.499999999911200425e-03 3.966280657861910172e-12 1.075773325031746179e+06 3.515543103833454097e+02
2.499999999911255936e-03 3.987590970030597898e-12 1.975847029602215043e+05 1.359472782293857563e+03
2.499999999911376065e-03 4.035941442835448932e-12 4.669966945550010860e+04 1.646705266799629953e+03
2.499999999912215238e-03 4.371904681302550260e-12 1.633279647384721102e+04 1.647435386509268255e+03
2.499999999912224345e-03 4.375526637961923134e-12 1.562033529097480467e+06 1.516754002290143433e+02
2.499999999914804313e-03 5.407158553028137905e-12 1.755611156398832463e+03 1.521452683105260576e+03
2.499999999915206335e-03 5.568303413790012362e-12 2.036701604604537351e+04 1.461769455675361996e+03
2.499999999915288301e-03 5.600216559402850576e-12 2.248135658136531674e+03 1.495867848008312649e+03
2.499999999915297408e-03 5.604384664531139027e-12 1.451238510441798717e+05 1.208756817380872008e+03
2.499999999915597081e-03 5.723668798650944050e-12 9.803363719532704272e+04 1.285218485953024810e+03
2.499999999916618400e-03 6.132542359779130123e-12 1.452735765675744275e+06 1.094171141733984456e+02
2.499999999917191292e-03 6.361611451272715944e-12 5.396844087131832930e+04 1.302642411971974752e+03
2.499999999918241667e-03 6.781573822127803072e-12 1.103805404310005251e+06 1.694846966453615664e+02
2.499999999919904833e-03 7.447521017739354664e-12 8.660552558620382333e+05 2.361545841689919314e+02
2.499999999919975957e-03 7.475290791056830386e-12 1.532801023520591571e+03 1.308827595682280389e+03
2.499999999920806456e-03 7.808395617026761271e-12 1.424555788141590019e+05 1.003262053873636319e+03
2.499999999920835079e-03 7.819618218992324880e-12 8.255236628558634548e+05 2.414386190030195110e+02
2.499999999922908941e-03 8.650183211578975625e-12 1.114349353245880229e+04 1.202029422496111692e+03
2.499999999923608468e-03 8.928652685680136275e-12 1.409994485852373145e+03 1.204335013620535392e+03
2.499999999926892300e-03 1.024228934414233019e-11 1.747871504384773652e+04 1.095340425900147238e+03
2.499999999929115348e-03 1.113142021514180481e-11 3.071993001020579832e+05 5.519508258323253358e+02
2.499999999929244151e-03 1.118396437251736485e-11 1.288181315428050038e+04 1.058885340080354581e+03
2.499999999929472701e-03 1.127440374156785276e-11 8.994308189317087454e+03 1.062845703429099785e+03
2.499999999929874723e-03 1.143486824913895701e-11 4.242883452041395503e+04 9.871626834469047935e+02
2.499999999932521477e-03 1.249531237447660607e-11 4.079672318264617934e+04 9.464298175050829514e+02
2.499999999936211668e-03 1.396976203257472915e-11 1.292859032886961795e+05 7.259432145795390170e+02
2.499999999938341041e-03 1.482179224488263995e-11 8.610499840309043066e+04 7.784135273297819140e+02
2.499999999944180987e-03 1.715774799945305037e-11 2.010368244689007770e+04 8.444731504231011741e+02
2.499999999946165945e-03 1.795306528673828062e-11 3.614668093950410821e+03 8.595487380803556334e+02
2.499999999948271032e-03 1.879503598715249848e-11 7.117444352295693534e+04 7.061204940918571538e+02
2.499999999950220427e-03 1.957421967236502624e-11 1.503207625472753425e+05 5.500289764517688127e+02
2.499999999951077814e-03 1.991670130201052032e-11 1.091956351813198307e+04 8.024223844452558296e+02
2.499999999952203216e-03 2.036649633812121952e-11 1.845885373011462070e+04 7.781808712805766390e+02
2.499999999954290522e-03 2.120188865400176235e-11 3.020349826009076205e+05 3.164491908660253898e+02
2.499999999955318779e-03 2.161285123048658625e-11 3.874620475131775020e+05 2.312803057516942999e+02
2.499999999958067449e-03 2.271263360729447606e-11 5.795487143750039395e+05 1.131008178297933000e+02
2.499999999964609091e-03 2.532917795544999271e-11 1.433023983101325866e+05 4.695877992195976844e+02
2.499999999965079635e-03 2.551755280664471485e-11 9.899140385049424367e+04 5.414428138773365617e+02
2.499999999967162604e-03 2.635024186854853051e-11 9.228469872004172066e+04 5.423635700923911145e+02
2.499999999969968953e-03 2.747299478291443258e-11 1.231445894595287655e+03 7.044204187865443600e+02
2.499999999975500119e-03 2.968550550479490411e-11 1.525849723118783004e+04 6.496219478977632207e+02
2.499999999983269511e-03 3.279296602228519918e-11 1.373005851131788631e+03 6.462558522026430410e+02
2.499999999990648158e-03 3.574562671201869352e-11 1.242207457366633025e+04 5.969977429933917392e+02
2.499999999996456879e-03 3.806811386523011330e-11 2.600854167111854167e+03 5.985195842257430741e+02
2.499999999996969924e-03 3.827322689097830205e-11 2.289203817744748449e+04 5.556234801718392191e+02
2.499999999999872116e-03 3.943380477641110851e-11 2.186172742162875511e+04 5.490499517363650739e+02
2.499999999999951913e-03 3.946613363058718544e-11 1.247594403774839520e+03 5.908687145543985935e+02
2.500000000003322481e-03 4.081313598311668150e-11 2.365098965983288363e+05 2.151184140604827633e+02
2.500000000023708518e-03 4.896816991927458791e-11 8.290416741987144633e+03 5.173606206334234230e+02
2.500000000027805067e-03 5.060664720604412821e-11 2.005706519573608239e+04 4.850984449741188200e+02
2.500000000031641842e-03 5.214218145126944224e-11 3.760945288900791638e+04 4.432129695237552482e+02
2.500000000032534791e-03 5.249875839414072453e-11 1.121997684288045857e+05 3.128867039488955584e+02
2.500000000042766624e-03 5.659183932319961204e-11 1.728684452967478137e+03 4.945472335963597743e+02
2.500000000051266335e-03 5.999158029892320683e-11 5.137314851834376168e+04 3.836011310697292629e+02
2.500000000052049996e-03 6.030531373418026831e-11 1.241773482552563655e+05 2.642617875647414394e+02
2.500000000054328556e-03 6.121644022123955833e-11 9.534082629195722984e+04 3.040554522568344282e+02
2.500000000056431040e-03 6.205762882080750021e-11 1.196548213582904282e+03 4.737663343428042708e+02
2.500000000062017717e-03 6.429271536775656645e-11 6.492736317087856150e+03 4.547084634963682674e+02
2.500000000064688758e-03 6.536130304219305194e-11 1.231514901959614072e+05 2.489097236804381623e+02
2.500000000067253546e-03 6.638711673854530718e-11 4.058585588066495984e+04 3.805361275086603428e+02
2.500000000084812851e-03 7.341080234974794368e-11 3.505354461566869577e+04 3.690890649739274068e+02
2.500000000087057583e-03 7.430882416158666255e-11 5.671907496178037400e+04 3.268859330416355533e+02
2.500000000108198658e-03 8.276514113129541428e-11 8.148226023323336449e+03 3.970296191685720828e+02
2.500000000114344784e-03 8.522338361406096451e-11 5.127508028907504922e+03 3.973149566470709715e+02
2.500000000142493274e-03 9.648394653505323840e-11 6.224670763898371661e+03 3.710352531616049987e+02
2.500000000160705269e-03 1.037684695055998117e-10 2.336368313724778091e+03 3.655595434434105755e+02
2.500000000168288179e-03 1.068016890797558319e-10 7.531175434714127914e+04 2.276840757390447152e+02
2.500000000168927858e-03 1.070573145361089029e-10 4.758907308035319147e+04 2.732272707802115974e+02
2.500000000185865264e-03 1.138326658560301163e-10 1.176726001560897421e+05 1.593775381600860328e+02
2.500000000189171647e-03 1.151546224018588854e-10 2.131297507416157168e+04 3.091770568628249976e+02
2.500000000231306779e-03 1.320078579233248641e-10 4.240034861955471570e+03 3.203869419705500832e+02
2.500000000250333660e-03 1.396186588826304508e-10 1.092455633978325350e+05 1.409572716813099191e+02
2.500000000264893194e-03 1.454425538411839121e-10 1.008340576967434799e+03 3.117190919533633178e+02
2.500000000274048197e-03 1.491040172453932808e-10 9.485505104246859264e+04 1.498054657867192248e+02
2.500000000313312362e-03 1.648108287745004622e-10 6.953406242817995917e+03 2.808570451950621418e+02
2.500000000350802339e-03 1.798062233386117553e-10 1.321481999767051320e+03 2.799694145563124152e+02
2.500000000388134455e-03 1.947400982405883079e-10 3.994219466570517852e+03 2.635940880181117905e+02
2.500000000421971971e-03 2.082755576131080450e-10 1.627304540011457175e+04 2.303649544652303405e+02
2.500000000540523841e-03 2.556955789424801546e-10 1.139230855324231197e+04 2.146557094934179872e+02
2.500000000542313642e-03 2.564122210592083530e-10 1.407492043795004292e+03 2.344037099780329072e+02
2.500000000568501461e-03 2.668870156589620461e-10 7.711370930736495211e+03 2.169807173090331389e+02
2.500000000596339436e-03 2.780222770800325961e-10 3.759504418854418418e+03 2.202988360058665194e+02
2.500000000610860806e-03 2.838305443091376554e-10 1.120314183225370698e+03 2.233823334729416956e+02
2.500000000629912407e-03 2.914516104815823792e-10 5.885625553866062546e+04 1.201522958796138880e+02
2.500000000663667524e-03 3.049537465385662803e-10 5.113899589714744798e+04 1.266482386510639202e+02
2.500000000824789941e-03 3.694020678389821240e-10 2.335761563851022856e+03 1.933241602904810179e+02
2.500000000854355267e-03 3.812281712716291000e-10 1.668558553918270263e+03 1.916247043648178590e+02
2.500000000863354579e-03 3.848281368493937860e-10 6.575564331580697399e+03 1.807976788567558231e+02
2.500000001202940577e-03 5.206627943262598203e-10 1.256617521705651779e+04 1.422349368543922594e+02
2.500000001320118112e-03 5.675339622367109186e-10 3.547929868219890977e+03 1.529188570356972718e+02
2.500000001680028131e-03 7.114976637724716367e-10 1.908221788401949379e+04 1.066853777783684478e+02
2.500000001760028373e-03 7.434973908481202992e-10 2.904562571422481597e+03 1.341497690721936067e+02
2.500000001801799213e-03 7.602064835790139919e-10 5.672779573734932455e+03 1.270817886137910051e+02
2.500000002005856037e-03 8.418291948342594846e-10 7.368621355206882072e+03 1.169401096856566085e+02
2.500000002082734644e-03 8.725801817787170513e-10 1.090973817479412219e+03 1.271401954427387579e+02
2.500000002639009723e-03 1.095090515831212403e-09 4.953068629093145319e+03 1.055805038818539288e+02
2.500000003211653651e-03 1.324147728108203862e-09 1.847880062644893997e+03 1.013853289012319578e+02
2.500000003334535391e-03 1.373300720873313412e-09 1.036021570530904683e+03 1.011493277301299543e+02
