"A_mean","A_stdev","A_median","A_errlo","A_errup","B_mean","B_stdev","B_median","B_errlo","B_errup"
2.088544982773208246e+07,2.403120901072478667e+07,1.047871143165232986e+07,2.033395653698066715e+06,4.372718145636652410e+07,2.296229932816615701e+07,2.711056236335105076e+07,9.273941992481008172e+06,1.807391990545432083e+06,5.309489028421273082e+07
